movieId,title,clean_title,genres,year
2354,"Rugrats Movie, The (1998)","Rugrats Movie, The",Animation|Children|Comedy,1998
2355,"Bug's Life, A (1998)","Bug's Life, A",Adventure|Animation|Children|Comedy,1998
2356,Celebrity (1998),Celebrity,Comedy,1998
2357,Central Station (Central do Brasil) (1998),Central Station (Central do Brasil),Drama,1998
2358,Savior (1998),Savior,Drama|War,1998
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Waking Ned Devine (a.k.a. Waking Ned),Comedy,1998
2360,"Celebration, The (Festen) (1998)","Celebration, The (Festen)",Drama,1998
2361,Pink Flamingos (1972),Pink Flamingos,Comedy,1972
2362,Glen or Glenda (1953),Glen or Glenda,Drama,1953
2363,Godzilla (Gojira) (1954),Godzilla (Gojira),Drama|Horror|Sci-Fi,1954
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)","Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Action|Horror|Sci-Fi|Thriller,1984
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,1962
2366,King Kong (1933),King Kong,Action|Adventure|Fantasy|Horror,1933
2367,King Kong (1976),King Kong,Adventure|Fantasy|Romance|Sci-Fi|Thriller,1976
2368,King Kong Lives (1986),King Kong Lives,Adventure|Sci-Fi,1986
2369,Desperately Seeking Susan (1985),Desperately Seeking Susan,Comedy|Drama|Romance,1985
2370,"Emerald Forest, The (1985)","Emerald Forest, The",Action|Adventure|Drama,1985
2371,Fletch (1985),Fletch,Comedy|Crime|Mystery,1985
2372,Fletch Lives (1989),Fletch Lives,Comedy,1989
2373,Red Sonja (1985),Red Sonja,Action|Adventure|Fantasy,1985
2374,Gung Ho (1986),Gung Ho,Comedy|Drama,1986
2375,"Money Pit, The (1986)","Money Pit, The",Comedy,1986
2376,"View to a Kill, A (1985)","View to a Kill, A",Action|Adventure|Thriller,1985
2377,Lifeforce (1985),Lifeforce,Horror|Sci-Fi,1985
2378,Police Academy (1984),Police Academy,Comedy|Crime,1984
2379,Police Academy 2: Their First Assignment (1985),Police Academy 2: Their First Assignment,Comedy|Crime,1985
2380,Police Academy 3: Back in Training (1986),Police Academy 3: Back in Training,Comedy|Crime,1986
2381,Police Academy 4: Citizens on Patrol (1987),Police Academy 4: Citizens on Patrol,Comedy|Crime,1987
2382,Police Academy 5: Assignment: Miami Beach (1988),Police Academy 5: Assignment: Miami Beach,Comedy|Crime,1988
2383,Police Academy 6: City Under Siege (1989),Police Academy 6: City Under Siege,Comedy|Crime,1989
2384,Babe: Pig in the City (1998),Babe: Pig in the City,Adventure|Children|Drama,1998
2385,Home Fries (1998),Home Fries,Comedy|Romance,1998
2387,Very Bad Things (1998),Very Bad Things,Comedy|Crime,1998
2388,Steam: The Turkish Bath (Hamam) (1997),Steam: The Turkish Bath (Hamam),Drama|Romance,1997
2389,Psycho (1998),Psycho,Crime|Horror|Thriller,1998
2390,Little Voice (1998),Little Voice,Comedy,1998
2391,"Simple Plan, A (1998)","Simple Plan, A",Crime|Drama|Thriller,1998
2392,Jack Frost (1998),Jack Frost,Children|Comedy|Drama,1998
2393,Star Trek: Insurrection (1998),Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,1998
2394,"Prince of Egypt, The (1998)","Prince of Egypt, The",Animation|Musical,1998
2395,Rushmore (1998),Rushmore,Comedy|Drama,1998
2396,Shakespeare in Love (1998),Shakespeare in Love,Comedy|Drama|Romance,1998
2398,Miracle on 34th Street (1947),Miracle on 34th Street,Comedy|Drama,1947
2399,Santa Claus: The Movie (1985),Santa Claus: The Movie,Adventure|Children|Fantasy,1985
2400,Prancer (1989),Prancer,Children|Drama|Fantasy,1989
2401,Pale Rider (1985),Pale Rider,Western,1985
2402,Rambo: First Blood Part II (1985),Rambo: First Blood Part II,Action|Adventure|Thriller,1985
2403,First Blood (Rambo: First Blood) (1982),First Blood (Rambo: First Blood),Action|Adventure|Drama|Thriller,1982
2404,Rambo III (1988),Rambo III,Action|Adventure|Thriller|War,1988
2405,"Jewel of the Nile, The (1985)","Jewel of the Nile, The",Action|Adventure|Comedy|Romance,1985
2406,Romancing the Stone (1984),Romancing the Stone,Action|Adventure|Comedy|Romance,1984
2407,Cocoon (1985),Cocoon,Comedy|Sci-Fi,1985
2408,Cocoon: The Return (1988),Cocoon: The Return,Comedy|Sci-Fi,1988
2409,Rocky II (1979),Rocky II,Action|Drama,1979
2410,Rocky III (1982),Rocky III,Action|Drama,1982
2411,Rocky IV (1985),Rocky IV,Action|Drama,1985
2412,Rocky V (1990),Rocky V,Action|Drama,1990
2413,Clue (1985),Clue,Comedy|Crime|Mystery|Thriller,1985
2414,Young Sherlock Holmes (1985),Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,1985
2415,Violets Are Blue... (1986),Violets Are Blue...,Drama|Romance,1986
2416,Back to School (1986),Back to School,Comedy,1986
2417,Heartburn (1986),Heartburn,Comedy|Drama,1986
2418,Nothing in Common (1986),Nothing in Common,Comedy,1986
2419,Extremities (1986),Extremities,Drama|Thriller,1986
2420,"Karate Kid, The (1984)","Karate Kid, The",Drama,1984
2421,"Karate Kid, Part II, The (1986)","Karate Kid, Part II, The",Action|Adventure|Drama,1986
2422,"Karate Kid, Part III, The (1989)","Karate Kid, Part III, The",Action|Adventure|Children|Drama,1989
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,1989
2424,You've Got Mail (1998),You've Got Mail,Comedy|Romance,1998
2425,"General, The (1998)","General, The",Crime,1998
2427,"Thin Red Line, The (1998)","Thin Red Line, The",Action|Drama|War,1998
2428,"Faculty, The (1998)","Faculty, The",Horror|Sci-Fi,1998
2429,Mighty Joe Young (1998),Mighty Joe Young,Action|Adventure|Drama|Fantasy|Thriller,1998
2430,Mighty Joe Young (1949),Mighty Joe Young,Adventure|Children|Drama,1949
2431,Patch Adams (1998),Patch Adams,Comedy|Drama,1998
2432,Stepmom (1998),Stepmom,Drama,1998
2433,"Civil Action, A (1998)","Civil Action, A",Drama,1998
2435,Hurlyburly (1998),Hurlyburly,Drama,1998
2436,Tea with Mussolini (1999),Tea with Mussolini,Comedy|Drama|War,1999
2439,Affliction (1997),Affliction,Drama,1997
2442,Hilary and Jackie (1998),Hilary and Jackie,Drama,1998
2443,Playing by Heart (1998),Playing by Heart,Drama|Romance,1998
2445,At First Sight (1999),At First Sight,Drama,1999
2446,In Dreams (1999),In Dreams,Horror|Thriller,1999
2447,Varsity Blues (1999),Varsity Blues,Comedy|Drama,1999
2448,Virus (1999),Virus,Horror|Sci-Fi,1999
2450,Howard the Duck (1986),Howard the Duck,Adventure|Comedy|Sci-Fi,1986
2451,"Gate, The (1987)","Gate, The",Horror,1987
2453,"Boy Who Could Fly, The (1986)","Boy Who Could Fly, The",Drama|Fantasy,1986
2454,"Fly, The (1958)","Fly, The",Horror|Mystery|Sci-Fi,1958
2455,"Fly, The (1986)","Fly, The",Drama|Horror|Sci-Fi|Thriller,1986
2456,"Fly II, The (1989)","Fly II, The",Horror|Sci-Fi,1989
2457,Running Scared (1986),Running Scared,Action|Comedy,1986
2458,Armed and Dangerous (1986),Armed and Dangerous,Comedy|Crime,1986
2459,"Texas Chainsaw Massacre, The (1974)","Texas Chainsaw Massacre, The",Horror,1974
2460,"Texas Chainsaw Massacre 2, The (1986)","Texas Chainsaw Massacre 2, The",Horror,1986
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),Horror,1994
2463,Ruthless People (1986),Ruthless People,Comedy,1986
2465,Deadly Friend (1986),Deadly Friend,Horror,1986
2467,"Name of the Rose, The (Name der Rose, Der) (1986)","Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller,1986
2468,Jumpin' Jack Flash (1986),Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,1986
2469,Peggy Sue Got Married (1986),Peggy Sue Got Married,Comedy|Drama,1986
2470,Crocodile Dundee (1986),Crocodile Dundee,Adventure|Comedy,1986
2471,Crocodile Dundee II (1988),Crocodile Dundee II,Action|Adventure|Comedy,1988
2472,Tough Guys (1986),Tough Guys,Comedy,1986
2473,Soul Man (1986),Soul Man,Comedy,1986
2474,"Color of Money, The (1986)","Color of Money, The",Drama,1986
2475,52 Pick-Up (1986),52 Pick-Up,Action|Mystery|Thriller,1986
2476,Heartbreak Ridge (1986),Heartbreak Ridge,Action|War,1986
2477,Firewalker (1986),Firewalker,Adventure,1986
2478,¡Three Amigos! (1986),¡Three Amigos!,Comedy|Western,1986
2481,My Name Is Joe (1998),My Name Is Joe,Drama|Romance,1998
2482,Still Crazy (1998),Still Crazy,Comedy|Romance,1998
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)","Day of the Beast, The (Día de la Bestia, El)",Adventure|Comedy|Thriller,1995
2485,She's All That (1999),She's All That,Comedy|Romance,1999
2488,Peeping Tom (1960),Peeping Tom,Drama|Horror|Thriller,1960
2490,Payback (1999),Payback,Action|Thriller,1999
2491,Simply Irresistible (1999),Simply Irresistible,Comedy|Romance,1999
2492,20 Dates (1998),20 Dates,Comedy|Romance,1998
2493,"Harmonists, The (1997)","Harmonists, The",Drama,1997
2494,"Last Days, The (1998)","Last Days, The",Documentary,1998
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)","Fantastic Planet, The (Planète sauvage, La)",Animation|Sci-Fi,1973
2496,Blast from the Past (1999),Blast from the Past,Comedy|Romance,1999
2497,Message in a Bottle (1999),Message in a Bottle,Romance,1999
2498,My Favorite Martian (1999),My Favorite Martian,Comedy|Sci-Fi,1999
2500,Jawbreaker (1999),Jawbreaker,Comedy,1999
2501,October Sky (1999),October Sky,Drama,1999
2502,Office Space (1999),Office Space,Comedy|Crime,1999
2503,"Apple, The (Sib) (1998)","Apple, The (Sib)",Drama,1998
2504,200 Cigarettes (1999),200 Cigarettes,Comedy|Drama,1999
2505,8MM (1999),8MM,Drama|Mystery|Thriller,1999
2506,"Other Sister, The (1999)","Other Sister, The",Comedy|Drama|Romance,1999
2511,"Long Goodbye, The (1973)","Long Goodbye, The",Crime|Film-Noir,1973
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)","Ballad of Narayama, The (Narayama bushiko)",Drama,1983
2513,Pet Sematary (1989),Pet Sematary,Horror,1989
2514,Pet Sematary II (1992),Pet Sematary II,Comedy|Horror,1992
2515,Children of the Corn II: The Final Sacrifice (1993),Children of the Corn II: The Final Sacrifice,Horror,1993
2516,Children of the Corn III (1994),Children of the Corn III,Horror,1994
2517,Christine (1983),Christine,Horror,1983
2518,Night Shift (1982),Night Shift,Comedy,1982
2520,Airport (1970),Airport,Drama,1970
2521,Airport 1975 (1974),Airport 1975,Action|Drama|Thriller,1974
2522,Airport '77 (1977),Airport '77,Drama,1977
2523,Rollercoaster (1977),Rollercoaster,Drama|Thriller,1977
2524,"Towering Inferno, The (1974)","Towering Inferno, The",Action|Adventure|Drama|Thriller,1974
2525,Alligator (1980),Alligator,Action|Horror|Sci-Fi,1980
2526,Meteor (1979),Meteor,Sci-Fi,1979
2527,Westworld (1973),Westworld,Action|Sci-Fi|Thriller|Western,1973
2528,Logan's Run (1976),Logan's Run,Action|Adventure|Sci-Fi,1976
2529,Planet of the Apes (1968),Planet of the Apes,Action|Drama|Sci-Fi,1968
2530,Beneath the Planet of the Apes (1970),Beneath the Planet of the Apes,Action|Sci-Fi,1970
2531,Battle for the Planet of the Apes (1973),Battle for the Planet of the Apes,Action|Sci-Fi,1973
2532,Conquest of the Planet of the Apes (1972),Conquest of the Planet of the Apes,Action|Sci-Fi,1972
2533,Escape from the Planet of the Apes (1971),Escape from the Planet of the Apes,Action|Sci-Fi,1971
2534,Avalanche (1978),Avalanche,Action,1978
2535,Earthquake (1974),Earthquake,Action|Drama|Thriller,1974
2537,Beyond the Poseidon Adventure (1979),Beyond the Poseidon Adventure,Adventure,1979
2538,Dancemaker (1998),Dancemaker,Documentary,1998
2539,Analyze This (1999),Analyze This,Comedy,1999
2540,"Corruptor, The (1999)","Corruptor, The",Action|Crime|Drama|Thriller,1999
2541,Cruel Intentions (1999),Cruel Intentions,Drama,1999
2542,"Lock, Stock & Two Smoking Barrels (1998)","Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,1998
2544,"School of Flesh, The (École de la chair, L') (1998)","School of Flesh, The (École de la chair, L')",Drama|Romance,1998
2546,"Deep End of the Ocean, The (1999)","Deep End of the Ocean, The",Drama,1999
2548,"Rage: Carrie 2, The (1999)","Rage: Carrie 2, The",Horror,1999
2549,Wing Commander (1999),Wing Commander,Action|Sci-Fi,1999
2550,"Haunting, The (1963)","Haunting, The",Horror|Thriller,1963
2551,Dead Ringers (1988),Dead Ringers,Drama|Horror|Thriller,1988
2552,My Boyfriend's Back (1993),My Boyfriend's Back,Comedy,1993
2553,Village of the Damned (1960),Village of the Damned,Horror|Sci-Fi|Thriller,1960
2554,Children of the Damned (1963),Children of the Damned,Horror|Sci-Fi|Thriller,1963
2555,Baby Geniuses (1999),Baby Geniuses,Comedy,1999
2557,I Stand Alone (Seul contre tous) (1998),I Stand Alone (Seul contre tous),Drama|Thriller,1998
2558,Forces of Nature (1999),Forces of Nature,Comedy|Romance,1999
2559,"King and I, The (1999)","King and I, The",Animation|Children,1999
2560,Ravenous (1999),Ravenous,Horror|Thriller,1999
2561,True Crime (1999),True Crime,Crime|Thriller,1999
2563,Dangerous Beauty (1998),Dangerous Beauty,Drama,1998
2565,"King and I, The (1956)","King and I, The",Drama|Musical|Romance,1956
2566,Doug's 1st Movie (1999),Doug's 1st Movie,Animation|Children,1999
2567,EDtv (1999),EDtv,Comedy,1999
2568,"Mod Squad, The (1999)","Mod Squad, The",Action|Crime,1999
2570,"Walk on the Moon, A (1999)","Walk on the Moon, A",Drama|Romance,1999
2571,"Matrix, The (1999)","Matrix, The",Action|Sci-Fi|Thriller,1999
2572,10 Things I Hate About You (1999),10 Things I Hate About You,Comedy|Romance,1999
2573,Tango (1998),Tango,Drama|Musical,1998
2574,"Out-of-Towners, The (1999)","Out-of-Towners, The",Comedy,1999
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)","Dreamlife of Angels, The (Vie rêvée des anges, La)",Drama,1998
2577,Metroland (1997),Metroland,Comedy|Drama,1997
2579,Following (1998),Following,Crime|Mystery|Thriller,1998
2580,Go (1999),Go,Comedy|Crime,1999
2581,Never Been Kissed (1999),Never Been Kissed,Comedy|Romance,1999
2582,Twin Dragons (Shuang long hui) (1992),Twin Dragons (Shuang long hui),Action|Comedy,1992
2583,Cookie's Fortune (1999),Cookie's Fortune,Comedy|Drama,1999
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)","Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",Drama|Romance,1998
2586,Goodbye Lover (1999),Goodbye Lover,Comedy|Crime|Thriller,1999
2587,Life (1999),Life,Comedy|Crime|Drama,1999
2589,Friends & Lovers (1999),Friends & Lovers,Comedy|Drama|Romance,1999
2590,Hideous Kinky (1998),Hideous Kinky,Drama,1998
2593,"Monster, The (Mostro, Il) (1994)","Monster, The (Mostro, Il)",Comedy,1994
2594,Open Your Eyes (Abre los ojos) (1997),Open Your Eyes (Abre los ojos),Drama|Romance|Sci-Fi|Thriller,1997
2596,SLC Punk! (1998),SLC Punk!,Comedy|Drama,1998
2597,Lost & Found (1999),Lost & Found,Comedy|Romance,1999
2598,Pushing Tin (1999),Pushing Tin,Comedy,1999
2599,Election (1999),Election,Comedy,1999
2600,eXistenZ (1999),eXistenZ,Action|Sci-Fi|Thriller,1999
2605,Entrapment (1999),Entrapment,Crime|Thriller,1999
2606,Idle Hands (1999),Idle Hands,Comedy|Horror,1999
2607,Get Real (1998),Get Real,Drama|Romance,1998
2609,"King of Masks, The (Bian Lian) (1996)","King of Masks, The (Bian Lian)",Drama,1996
2611,"Winslow Boy, The (1999)","Winslow Boy, The",Drama,1999
2612,Mildred Pierce (1945),Mildred Pierce,Drama|Film-Noir,1945
2613,Night of the Comet (1984),Night of the Comet,Comedy|Horror|Sci-Fi,1984
2614,Chopping Mall (a.k.a. Killbots) (1986),Chopping Mall (a.k.a. Killbots),Action|Horror|Sci-Fi,1986
2615,My Science Project (1985),My Science Project,Adventure|Sci-Fi,1985
2616,Dick Tracy (1990),Dick Tracy,Action|Crime,1990
2617,"Mummy, The (1999)","Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller,1999
2618,"Castle, The (1997)","Castle, The",Comedy,1997
2620,This Is My Father (1998),This Is My Father,Drama|Romance,1998
2622,William Shakespeare's A Midsummer Night's Dream (1999),William Shakespeare's A Midsummer Night's Dream,Comedy|Fantasy,1999
2623,Trippin' (1999),Trippin',Comedy,1999
2624,After Life (Wandafuru raifu) (1998),After Life (Wandafuru raifu),Drama|Fantasy,1998
2625,Black Mask (Hak hap) (1996),Black Mask (Hak hap),Action|Adventure|Crime|Sci-Fi|Thriller,1996
2628,Star Wars: Episode I - The Phantom Menace (1999),Star Wars: Episode I - The Phantom Menace,Action|Adventure|Sci-Fi,1999
2629,"Love Letter, The (1999)","Love Letter, The",Comedy|Romance,1999
2630,Besieged (a.k.a. L' Assedio) (1998),Besieged (a.k.a. L' Assedio),Drama,1998
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)","Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",Adventure|Drama|Mystery,1965
2633,"Mummy, The (1932)","Mummy, The",Horror|Romance,1932
2634,"Mummy, The (1959)","Mummy, The",Horror,1959
2639,Mommie Dearest (1981),Mommie Dearest,Drama,1981
2640,Superman (1978),Superman,Action|Adventure|Sci-Fi,1978
2641,Superman II (1980),Superman II,Action|Sci-Fi,1980
2642,Superman III (1983),Superman III,Action|Adventure|Sci-Fi,1983
2643,Superman IV: The Quest for Peace (1987),Superman IV: The Quest for Peace,Action|Adventure|Sci-Fi,1987
2644,Dracula (1931),Dracula,Horror,1931
2648,Frankenstein (1931),Frankenstein,Drama|Horror|Sci-Fi,1931
2651,Frankenstein Meets the Wolf Man (1943),Frankenstein Meets the Wolf Man,Horror,1943
2652,"Curse of Frankenstein, The (1957)","Curse of Frankenstein, The",Horror,1957
2654,"Wolf Man, The (1941)","Wolf Man, The",Drama|Fantasy|Horror,1941
2655,Howling II: Your Sister Is a Werewolf (1985),Howling II: Your Sister Is a Werewolf,Horror,1985
2656,Tarantula (1955),Tarantula,Horror|Sci-Fi,1955
2657,"Rocky Horror Picture Show, The (1975)","Rocky Horror Picture Show, The",Comedy|Horror|Musical|Sci-Fi,1975
2659,It Came from Hollywood (1982),It Came from Hollywood,Comedy|Documentary,1982
2660,"Thing from Another World, The (1951)","Thing from Another World, The",Horror|Sci-Fi,1951
2661,It Came from Outer Space (1953),It Came from Outer Space,Sci-Fi,1953
2662,"War of the Worlds, The (1953)","War of the Worlds, The",Action|Drama|Sci-Fi,1953
2664,Invasion of the Body Snatchers (1956),Invasion of the Body Snatchers,Horror|Sci-Fi|Thriller,1956
2665,Earth vs. the Flying Saucers (1956),Earth vs. the Flying Saucers,Sci-Fi,1956
2668,Swamp Thing (1982),Swamp Thing,Horror|Sci-Fi,1982
2669,Pork Chop Hill (1959),Pork Chop Hill,War,1959
2670,Run Silent Run Deep (1958),Run Silent Run Deep,War,1958
2671,Notting Hill (1999),Notting Hill,Comedy|Romance,1999
2672,"Thirteenth Floor, The (1999)","Thirteenth Floor, The",Drama|Sci-Fi|Thriller,1999
2674,"Loss of Sexual Innocence, The (1999)","Loss of Sexual Innocence, The",Drama|Fantasy,1999
2676,Instinct (1999),Instinct,Drama|Thriller,1999
2677,Buena Vista Social Club (1999),Buena Vista Social Club,Documentary|Musical,1999
2681,Free Enterprise (1998),Free Enterprise,Comedy|Romance|Sci-Fi,1998
2682,Limbo (1999),Limbo,Drama,1999
2683,Austin Powers: The Spy Who Shagged Me (1999),Austin Powers: The Spy Who Shagged Me,Action|Adventure|Comedy,1999
2686,"Red Violin, The (Violon rouge, Le) (1998)","Red Violin, The (Violon rouge, Le)",Drama|Mystery,1998
2687,Tarzan (1999),Tarzan,Adventure|Animation|Children|Drama,1999
2688,"General's Daughter, The (1999)","General's Daughter, The",Crime|Drama|Mystery|Thriller,1999
2690,"Ideal Husband, An (1999)","Ideal Husband, An",Comedy|Romance,1999
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)","Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama,1998
2692,Run Lola Run (Lola rennt) (1998),Run Lola Run (Lola rennt),Action|Crime,1998
2693,Trekkies (1997),Trekkies,Documentary,1997
2694,Big Daddy (1999),Big Daddy,Comedy,1999
2695,"Boys, The (1998)","Boys, The",Drama,1998
2696,"Dinner Game, The (Dîner de cons, Le) (1998)","Dinner Game, The (Dîner de cons, Le)",Comedy,1998
2697,My Son the Fanatic (1997),My Son the Fanatic,Comedy|Drama|Romance,1997
2698,Zone 39 (1997),Zone 39,Sci-Fi,1997
2699,Arachnophobia (1990),Arachnophobia,Comedy|Horror,1990
2700,"South Park: Bigger, Longer and Uncut (1999)","South Park: Bigger, Longer and Uncut",Animation|Comedy|Musical,1999
2701,Wild Wild West (1999),Wild Wild West,Action|Comedy|Sci-Fi|Western,1999
2702,Summer of Sam (1999),Summer of Sam,Drama,1999
2706,American Pie (1999),American Pie,Comedy|Romance,1999
2707,Arlington Road (1999),Arlington Road,Thriller,1999
2708,"Autumn Tale, An (Conte d'automne) (1998)","Autumn Tale, An (Conte d'automne)",Romance,1998
2709,Muppets From Space (1999),Muppets From Space,Children|Comedy,1999
2710,"Blair Witch Project, The (1999)","Blair Witch Project, The",Drama|Horror|Thriller,1999
2712,Eyes Wide Shut (1999),Eyes Wide Shut,Drama|Mystery|Thriller,1999
2713,Lake Placid (1999),Lake Placid,Horror|Thriller,1999
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Ghostbusters (a.k.a. Ghost Busters),Action|Comedy|Sci-Fi,1984
2717,Ghostbusters II (1989),Ghostbusters II,Comedy|Fantasy|Sci-Fi,1989
2718,Drop Dead Gorgeous (1999),Drop Dead Gorgeous,Comedy,1999
2719,"Haunting, The (1999)","Haunting, The",Horror|Thriller,1999
2720,Inspector Gadget (1999),Inspector Gadget,Action|Adventure|Children|Comedy,1999
2722,Deep Blue Sea (1999),Deep Blue Sea,Action|Horror|Sci-Fi|Thriller,1999
2723,Mystery Men (1999),Mystery Men,Action|Comedy|Fantasy,1999
2724,Runaway Bride (1999),Runaway Bride,Comedy|Romance,1999
2725,Twin Falls Idaho (1999),Twin Falls Idaho,Drama,1999
2726,"Killing, The (1956)","Killing, The",Crime|Film-Noir,1956
2727,Killer's Kiss (1955),Killer's Kiss,Crime|Film-Noir,1955
2728,Spartacus (1960),Spartacus,Action|Drama|Romance|War,1960
2729,Lolita (1962),Lolita,Drama|Romance,1962
2730,Barry Lyndon (1975),Barry Lyndon,Drama|Romance|War,1975
2731,"400 Blows, The (Les quatre cents coups) (1959)","400 Blows, The (Les quatre cents coups)",Crime|Drama,1959
2732,Jules and Jim (Jules et Jim) (1961),Jules and Jim (Jules et Jim),Drama|Romance,1961
2733,Vibes (1988),Vibes,Adventure|Comedy|Romance,1988
2734,"Mosquito Coast, The (1986)","Mosquito Coast, The",Adventure|Drama|Thriller,1986
2735,"Golden Child, The (1986)","Golden Child, The",Action|Adventure|Comedy|Fantasy|Mystery,1986
2736,Brighton Beach Memoirs (1986),Brighton Beach Memoirs,Comedy,1986
2737,Assassination (1987),Assassination,Action|Drama|Thriller,1987
2738,Crimes of the Heart (1986),Crimes of the Heart,Comedy|Drama,1986
2739,"Color Purple, The (1985)","Color Purple, The",Drama,1985
2740,"Kindred, The (1986)","Kindred, The",Horror|Sci-Fi,1986
2741,No Mercy (1986),No Mercy,Action|Crime|Thriller,1986
2742,Ménage (Tenue de soirée) (1986),Ménage (Tenue de soirée),Comedy|Drama,1986
2743,Native Son (1986),Native Son,Drama,1986
2744,Otello (1986),Otello,Drama,1986
2745,"Mission, The (1986)","Mission, The",Drama,1986
2746,Little Shop of Horrors (1986),Little Shop of Horrors,Comedy|Horror|Musical,1986
2747,"Little Shop of Horrors, The (1960)","Little Shop of Horrors, The",Comedy|Horror,1960
2748,Allan Quatermain and the Lost City of Gold (1987),Allan Quatermain and the Lost City of Gold,Action|Adventure|Comedy,1987
2749,"Morning After, The (1986)","Morning After, The",Drama|Mystery,1986
2750,Radio Days (1987),Radio Days,Comedy|Drama,1987
2751,From the Hip (1987),From the Hip,Comedy|Drama,1987
2752,Outrageous Fortune (1987),Outrageous Fortune,Comedy|Mystery,1987
2754,Deadtime Stories (1987),Deadtime Stories,Horror,1987
2757,Frances (1982),Frances,Drama,1982
2759,Dick (1999),Dick,Comedy,1999
2761,"Iron Giant, The (1999)","Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,1999
2762,"Sixth Sense, The (1999)","Sixth Sense, The",Drama|Horror|Mystery,1999
2763,"Thomas Crown Affair, The (1999)","Thomas Crown Affair, The",Action|Mystery,1999
2764,"Thomas Crown Affair, The (1968)","Thomas Crown Affair, The",Crime|Drama|Romance|Thriller,1968
2765,"Acid House, The (1998)","Acid House, The",Comedy|Drama,1998
2766,"Adventures of Sebastian Cole, The (1998)","Adventures of Sebastian Cole, The",Comedy|Drama,1998
2769,"Yards, The (2000)","Yards, The",Crime|Drama,2000
2770,Bowfinger (1999),Bowfinger,Comedy,1999
2771,Brokedown Palace (1999),Brokedown Palace,Drama,1999
2772,Detroit Rock City (1999),Detroit Rock City,Comedy,1999
2774,Better Than Chocolate (1999),Better Than Chocolate,Comedy|Romance,1999
2775,Head On (1998),Head On,Drama,1998
2779,Heaven Can Wait (1978),Heaven Can Wait,Comedy,1978
2782,Pit and the Pendulum (1961),Pit and the Pendulum,Horror,1961
2784,"Masque of the Red Death, The (1964)","Masque of the Red Death, The",Horror,1964
2786,Haunted Honeymoon (1986),Haunted Honeymoon,Comedy,1986
2787,Cat's Eye (1985),Cat's Eye,Horror,1985
2788,Monty Python's And Now for Something Completely Different (1971),Monty Python's And Now for Something Completely Different,Comedy,1971
2789,Damien: Omen II (1978),Damien: Omen II,Horror,1978
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)","Final Conflict, The (a.k.a. Omen III: The Final Conflict)",Horror|Thriller,1981
2791,Airplane! (1980),Airplane!,Comedy,1980
2792,Airplane II: The Sequel (1982),Airplane II: The Sequel,Comedy,1982
2793,"American Werewolf in Paris, An (1997)","American Werewolf in Paris, An",Comedy|Horror|Romance|Thriller,1997
2794,European Vacation (aka National Lampoon's European Vacation) (1985),European Vacation (aka National Lampoon's European Vacation),Adventure|Comedy|Romance,1985
2795,National Lampoon's Vacation (1983),National Lampoon's Vacation,Comedy,1983
2796,Funny Farm (1988),Funny Farm,Comedy,1988
2797,Big (1988),Big,Comedy|Drama|Fantasy|Romance,1988
2798,Problem Child (1990),Problem Child,Children|Comedy,1990
2799,Problem Child 2 (1991),Problem Child 2,Comedy,1991
2800,Little Nemo: Adventures in Slumberland (1992),Little Nemo: Adventures in Slumberland,Adventure|Animation|Children|Drama|Fantasy,1992
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Oscar and Lucinda (a.k.a. Oscar & Lucinda),Drama|Romance,1997
